hip,ra_deg,dec_deg,mag,name,desig
70987,217.7952,-38.8697,5.99,,
71002,217.8185,-67.7172,5.84,,
71053,217.9575,30.3714,3.57,,ρ Boo
71075,218.0195,38.3083,3.04,Seginus,γ Boo
71094,218.0843,26.6773,6,,
71111,218.1289,55.398,5.74,,
71115,218.1356,22.2601,5.91,,26 Boo
71121,218.1544,-50.4572,4.44,,σ Lup
71182,218.3749,-52.6795,5.86,,
71184,218.3849,-54.9986,5.86,,
71280,218.6651,49.3684,5.74,,CH Boo
71284,218.6701,29.7451,4.47,,σ Boo
71352,218.8768,-42.1578,2.33,,η Cen
71353,218.8812,-41.5174,5.88,,
71419,219.0793,-46.2455,5.55,,
71453,219.1839,-40.2116,5.74,,
71500,219.334,-46.1334,5.39,,a Lup
71536,219.4718,-49.4258,4.05,,ρ Lup
71568,219.5525,43.6421,5.74,,
71571,219.5583,18.2984,5.9,,
71573,219.5634,54.0233,5.83,,
71618,219.7093,44.4045,5.39,,33 Boo
71681,219.8962,-60.8372,1.35,Toliman,α2 Cen
71683,219.9021,-60.834,-0.01,Rigil Kentaurus,α1 Cen
71759,220.1766,13.5343,5.93,,
71762,220.1815,16.4183,4.49,,π1 Boo
71783,220.2558,-36.1349,5.67,,
71795,220.2873,13.7283,3.78,,ζ Boo
71832,220.4115,8.1618,4.86,,31 Boo
71837,220.4313,11.6607,5.55,,32 Boo
71860,220.4823,-47.3882,2.3,Men,α Lup
71865,220.49,-37.7935,4.01,,b Cen
71908,220.6267,-64.9751,3.18,,α Cir
71957,220.7651,-5.6582,3.87,Rijl al Awwa,μ Vir
71974,220.8065,-24.9978,5.7,,4 Lib
71995,220.8557,26.5279,4.8,,34 Boo
72010,220.9143,-35.1737,4.06,,c1 Cen
72012,220.9351,40.4593,5.72,,
72104,221.2467,-35.1918,4.92,,c2 Cen
72105,221.2467,27.0742,2.35,Izar,ε Boo
72125,221.3103,16.9643,4.6,,ο Boo
72131,221.3222,-62.8756,5.36,,
72154,221.3759,0.7173,5.68,,108 Vir
72197,221.5003,-25.4432,5.15,,m Hya
72208,221.5248,15.1318,5.78,,EK Boo
72210,221.5282,-23.153,5.8,,
72220,221.5622,1.8929,3.73,,109 Vir
72250,221.6208,-47.4411,5.74,,
72290,221.7554,-52.3835,5.22,,b Lup
72296,221.7712,-38.2906,5.9,,
72323,221.844,-25.6243,5.61,,55 Hya
72357,221.9367,-26.0875,5.23,,56 Hya
72370,221.9655,-79.0448,3.83,,α Aps
72378,221.9898,-26.6462,5.76,,57 Hya
72432,222.1585,-36.6347,5.89,,V0768 Cen
72438,222.1856,-66.5936,5.91,,CO Cir
72487,222.3278,46.1162,5.76,Merga,h Boo
72488,222.3281,-24.2515,5.68,,
72489,222.3294,-14.149,5.32,,μ Lib
72524,222.4221,48.7208,5.68,,39 Boo
72552,222.4933,28.6158,5.8,,
72567,222.5659,23.9118,5.86,,HP Boo
72571,222.5721,-27.9604,4.42,,E Hya
72573,222.5851,82.5119,5.63,,
72582,222.6235,37.272,5.47,,
72603,222.6716,-15.9972,5.15,Zubenelgenubi,α1 Lib
72607,222.6764,74.1555,2.07,Kochab,β UMi
72622,222.7196,-16.0418,2.75,Zubenelgenubi,α2 Lib
72631,222.7545,-2.2992,4.93,,11 Lib
72659,222.8474,19.1005,4.54,,ξ Boo
72664,222.8602,59.294,5.48,,
72683,222.9096,-43.5754,4.32,,ο Lup
72773,223.1469,-63.8098,5.91,,AX Cir
72800,223.2128,-37.8032,5.02,,V1019 Cen
72833,223.3066,-73.1901,5.59,,
72848,223.349,19.1528,6,,DE Boo
72929,223.5839,-24.6422,5.27,,12 Lib
72934,223.5953,-11.8983,5.78,,ξ1 Lib
72959,223.658,-33.3006,5.85,,
73036,223.894,-60.1142,5.18,,
73049,223.9363,-33.8558,5.32,,
73087,224.0551,14.4463,5.9,,
73095,224.0719,-52.8095,5.38,,c Lup
73100,224.096,49.6284,5.63,,
73111,224.1336,-47.8792,5.62,,
73129,224.1833,-62.781,5.08,,θ Cir
73133,224.1921,-11.4097,5.48,,ξ2 Lib
73165,224.2958,-4.3465,4.47,,16 Lib
73166,224.2987,16.3881,5.72,,
73184,224.3667,-21.4155,5.72,,KX Lib
73193,224.3885,-0.1676,5.51,,M Ser
73199,224.3959,65.9325,4.63,,RR UMi
73223,224.4708,-76.6627,5.37,,R Aps
73273,224.633,-43.134,2.68,KeKouan,β Lup
73284,224.6636,-27.6573,5.65,,59 Hya
73310,224.7233,-11.144,5.88,,18 Lib
73334,224.7904,-42.1042,3.13,Ke Kwan,κ Cen
73350,224.8463,4.5678,5.91,,
73369,224.9039,39.2653,5.64,,40 Boo
73415,225.0471,-77.1606,5.92,,
73473,225.2431,-8.5189,4.91,Zuben Elakribi,δ Lib
73493,225.3046,-38.0584,5.88,,
73497,225.3326,-2.7549,5.52,,
73507,225.3629,60.2045,5.91,,
73536,225.4538,-0.1403,5.71,,2 Ser
73540,225.4617,-83.2276,5.65,,π1 Oct
73555,225.4865,40.3906,3.49,Nekkar,β Boo
73566,225.5268,-28.0606,5.83,,60 Hya
73568,225.5271,25.0081,4.8,,ω Boo
73620,225.7252,2.0913,4.39,,110 Vir
73624,225.747,-32.6433,5.45,,
73634,225.7752,35.2058,5.52,,
73695,225.9471,47.6541,4.83,,i Boo
73714,226.0176,-25.282,3.25,Brachium,σ Lib
73745,226.1114,26.9476,4.52,Aulad Alnathlat,ψ Boo
73771,226.1955,-83.0383,5.65,,π2 Oct
73776,226.2008,-64.0314,5.16,,η Cir
73807,226.2795,-47.0512,3.91,,π Lup
73826,226.3299,-41.0672,5.13,,
73841,226.3576,48.151,5.59,,k Boo
73909,226.5697,54.5563,5.24,,
73937,226.6383,-30.9185,5.97,,HZ Lup
73945,226.6567,-16.2568,5.19,Zuben Hakrabi,ν Lib
73996,226.8253,24.8692,4.93,,c Boo
74006,226.8581,-49.0886,5.77,,
74066,227.0505,-40.5839,5.75,,HR Lup
74087,227.0991,26.3012,5.67,,b Boo
74096,227.1482,25.1086,5.82,,
74100,227.1633,-42.8679,5.85,,
74117,227.2109,-45.2799,4.07,,λ Lup
74184,227.3746,-67.0841,5.76,,
74224,227.5305,-38.7925,5.98,,
74239,227.5776,-26.3326,5.75,,
74296,227.7867,-84.7878,5.88,,ω Oct
74305,227.8166,-55.346,5.45,,
74376,227.9836,-48.7378,3.88,,κ1 Lup
74380,227.9903,-48.7437,5.7,,κ2 Lup
74386,228.0178,18.976,5.9,,FL Ser
74392,228.0554,-19.7917,4.54,,ι Lib
74395,228.0712,-52.0992,3.41,,ζ Lup
74449,228.2066,-44.5004,4.83,,e Lup
74539,228.4721,-26.1936,5.84,,
74561,228.5252,31.7878,5.98,,
74582,228.5799,-70.0795,5.75,,X TrA
74596,228.6215,29.1643,5.28,,χ Boo
74604,228.6555,-31.5191,4.91,,i Lup
74605,228.6597,67.3467,5.15,,
74649,228.7973,4.9394,5.32,,3 Ser
74666,228.8757,33.3148,3.46,Thiba,δ Boo
74689,228.9545,0.3721,5.62,,4 Ser
74696,228.9736,-48.0737,5.96,,
74707,229.0168,-41.4912,5.15,,
74732,229.0959,-22.3994,5.52,,
74750,229.1529,-60.904,5.74,,
74778,229.2371,-60.9573,5.04,,δ Cir
74785,229.2517,-9.3829,2.61,Zubeneschamali,β Lib
74793,229.2745,71.8239,5.02,Pherkad Minor,11 UMi
74824,229.3785,-58.8012,4.07,,β Cir
74837,229.412,-63.6105,4.85,,ε Cir
74857,229.4577,-30.1487,4.35,,f Lup
74896,229.6021,20.5728,5.68,,
74901,229.6089,-0.4612,5.88,,
74911,229.6334,-47.8753,4.27,,μ Lup
74941,229.7048,-60.4963,5.43,,
74946,229.7274,-68.6795,2.87,,γ TrA
74950,229.7349,-40.7882,5.59,,GG Lup
74975,229.8283,1.7654,5.04,,5 Ser
75043,230.0215,51.9585,5.65,,
75049,230.0357,29.6162,5.51,,ο CrB
75097,230.1821,71.834,3,Pherkad,γ UMi
75119,230.2583,0.7153,5.35,,6 Ser
75127,230.2817,-5.8249,5.54,,
75141,230.343,-40.6475,3.22,,δ Lup
75177,230.4515,-36.2614,3.57,,φ1 Lup
75178,230.4524,32.9337,5.38,,50 Boo
75181,230.4506,-48.3176,5.65,,ν2 Lup
75206,230.5345,-47.9278,4.99,,ν1 Lup
75256,230.6552,62.0471,5.99,,
75257,230.6557,39.5815,5.56,,
75260,230.6601,63.3414,5.72,,
75264,230.6703,-44.6896,3.37,,ε Lup
75304,230.789,-36.8585,4.54,,φ2 Lup
75308,230.7938,-60.6572,5.65,,
75312,230.8013,30.2878,4.99,,η CrB
75323,230.8444,-59.3208,4.48,,γ Cir
75352,230.9677,-12.3695,5.72,,
75379,231.0495,-10.3223,4.92,,ε Lib
75411,231.1226,37.3772,4.31,Alkalurops,μ1 Boo
75439,231.1875,-39.7103,5.36,,υ Lup
75458,231.2324,58.9661,3.29,Edasich,ι Dra
75501,231.3342,-38.7336,4.6,,k Lup
75530,231.4475,15.428,5.16,,τ1 Ser
75565,231.5613,-68.3092,5.89,,
75572,231.5724,34.336,5.46,,
75647,231.8255,-36.7676,5.46,,
75665,231.8878,-64.5315,5.71,,LX TrA
75695,231.9572,29.1057,3.66,Nusakan,β CrB
75696,231.9643,60.6702,5.9,,
75730,232.0642,-16.7165,5.64,,32 Lib
75761,232.1593,1.8421,5.15,,10 Ser
75828,232.3511,-46.7327,5.26,,
75944,232.6683,-16.6095,5.82,,34 Lib
75973,232.7323,40.833,5.04,,ν1 Boo
75974,232.7324,64.2087,5.74,,
76008,232.8539,77.3494,5,,θ UMi
76013,232.8784,-73.3896,5.4,,κ1 Aps
76041,232.9458,40.8993,4.98,,ν2 Boo
76106,233.1529,-19.6705,5.5,,
76126,233.2301,-16.8528,5.53,,ζ Lib
76127,233.2324,31.3591,4.14,,θ CrB
76133,233.2414,-1.1864,5.5,,A1 Ser
76207,233.5071,-40.0664,5.82,,
76219,233.5446,-10.0645,4.61,,37 Lib
76243,233.6105,-9.1834,5.16,,
76259,233.6555,-28.047,5.13,,36 Lib
76267,233.672,26.7147,2.22,Alphecca,α CrB
76276,233.7006,10.5389,3.8,Nasak Yamani,δ Ser
76297,233.7852,-41.1668,2.8,,γ Lup
76307,233.8122,39.0101,5.14,,μ CrB
76311,233.8175,53.9221,5.97,,
76333,233.8816,-14.7895,3.91,Zubenelhakrabi,γ Lib
76371,233.9719,-44.9584,4.55,,d Lup
76376,233.9877,54.6306,5.77,,
76397,234.0504,-44.3968,5.44,,
76424,234.1218,16.1191,5.93,,τ5 Ser
76425,234.1232,10.0102,5.26,,16 Ser
76440,234.1801,-66.317,4.11,,ε TrA
76470,234.256,-28.1351,3.6,,υ Lib
76509,234.3834,54.5087,5.85,,
76519,234.413,69.2833,5.65,,
76532,234.4502,-23.1417,5.79,,
76534,234.4567,40.3534,5.25,Ceginus,φ Boo
76552,234.5134,-42.5673,4.34,,ω Lup
76568,234.5676,46.7978,5.76,,
76569,234.5678,-21.0163,5.82,,
76594,234.6425,50.4233,5.84,,
76600,234.664,-29.7778,3.66,,τ Lib
76618,234.7061,-52.3727,5.43,,
76628,234.7273,-19.3019,5.36,,41 Lib
76669,234.8445,36.6358,4.64,,ζ1 CrB
76705,234.9416,-34.4119,4.66,,ψ1 Lup
76716,234.9856,-59.9083,5.95,,
76742,235.0704,-23.8181,4.97,,42 Lib
76750,235.0889,-73.4467,5.64,,κ2 Aps
76810,235.2463,16.0246,6,,τ6 Ser
76829,235.2974,-44.6612,4.64,,g Lup
76852,235.3877,19.6704,4.51,,ι Ser
76866,235.4476,12.8475,5.34,,χ Ser
76877,235.4778,-76.082,5.95,,
76878,235.478,18.464,5.8,,τ7 Ser
76880,235.4867,-19.6788,4.75,,κ Lib
76939,235.6596,-37.4249,5.23,,h Lup
76945,235.6709,-34.7104,4.75,,ψ2 Lup
76952,235.6857,26.2956,3.81,,γ CrB
76957,235.7115,52.3609,5.48,,BP Boo
76996,235.8205,-84.4653,5.57,,ρ Oct
77048,235.9971,32.5158,5.57,,π CrB
77052,236.0076,2.5152,5.86,,ψ Ser
77055,236.0147,77.7945,4.29,Akfa Farkadain,ζ UMi
77060,236.0183,-15.6728,5.41,,η Lib
77070,236.067,6.4256,2.63,Unukalhai,α Ser
77086,236.0945,-41.8191,5.93,,
77163,236.3478,5.4473,5.57,,
77227,236.5235,-1.8042,5.39,,A2 Ser
77233,236.5469,15.4218,3.65,Nasak Shamiya,β Ser
77257,236.6109,7.3531,4.42,,λ Ser
77272,236.6448,55.4748,5.94,,
77277,236.6667,62.5996,5.19,,
77286,236.6842,-34.6825,5.61,,
77336,236.8222,14.1153,5.71,,υ Ser
77370,236.908,55.3766,5.85,,
77390,236.9711,-65.4423,5.54,,
77412,237.0554,13.7891,5.98,,
77442,237.1434,28.1567,5.89,Variabilis Coronae,R CrB
77450,237.1849,18.1416,4.09,Gudja,κ Ser
77464,237.2367,-3.8185,5.53,,30 Ser
77512,237.3985,26.0684,4.59,,δ CrB
77516,237.405,-3.4302,3.54,,μ Ser
77541,237.4896,-48.9124,5.86,,
77562,237.5295,-53.2098,5.78,,
77578,237.5731,2.1965,5.21,,ω Ser
77622,237.704,4.4777,3.71,,ε Ser
77634,237.7397,-33.6272,3.97,,χ Lup
77635,237.7448,-25.7513,4.63,,b Sco
77645,237.7784,-55.0555,5.74,,V0360 Nor
77655,237.808,35.6574,4.79,,κ CrB
77660,237.815,-3.0905,5.09,,b Ser
77661,237.8163,20.9779,4.74,,ρ Ser
77678,237.8809,-47.0608,6,,
77738,238.069,55.8267,5.81,,
77760,238.1689,42.4515,4.6,,χ Her
77811,238.3336,-20.167,5.04,,λ Lib
77840,238.403,-25.3271,4.59,,A Sco
77853,238.4564,-16.7293,4.13,,θ Lib
77858,238.4746,-24.5332,5.38,,
77859,238.4828,-23.9781,5.41,,V1040 Sco
77902,238.6442,20.311,5.45,,QY Ser
77907,238.6577,43.1386,5.35,,2 Her
77909,238.6647,-25.2437,5.87,,3 Sco
77939,238.7515,-19.3829,5.95,,47 Lib
77952,238.7857,-63.4307,2.83,,β TrA
77982,238.8733,-68.603,5.11,,κ TrA
77984,238.8753,-26.266,5.63,,4 Sco
77986,238.8775,42.5662,5.73,,4 Her
77990,238.8849,-60.1776,5.78,,
78012,238.9483,37.947,5.43,,λ CrB
78045,239.0246,-60.4825,5.76,,
78072,239.1133,15.6616,3.85,,γ Ser
78104,239.2212,-29.2141,3.87,Iklil,ρ Sco
78105,239.2229,-33.9661,5.14,,ξ1 Lup
78106,239.2255,-33.9643,5.59,,ξ2 Lup
78132,239.3107,14.4145,5.54,,φ Ser
78142,239.3389,-36.1853,5.78,,
78159,239.3969,26.8779,4.14,,ε CrB
78168,239.4186,-20.9831,5.84,,
78180,239.4477,54.7498,4.96,,CL Dra
78207,239.5474,-14.2794,4.95,,48 Lib
78246,239.6453,-24.8315,5.43,,V0913 Sco
78265,239.713,-26.1141,2.89,Fang,π Sco
78276,239.7405,36.6438,5.61,,
78279,239.7423,-65.0376,5.74,,
78323,239.8761,-41.7444,4.99,,
78384,240.0305,-38.3967,3.42,,η Lup
78400,240.0816,-16.5334,5.47,,49 Lib
78401,240.0834,-22.6217,2.29,Dschubba,δ Sco
78436,240.1985,-8.4114,5.53,,50 Lib
78442,240.2131,4.4274,5.82,,
78459,240.2611,33.3035,5.39,,ρ CrB
78481,240.3097,17.8184,5.1,,r Her
78493,240.3607,29.8511,4.98,,ι CrB
78527,240.4723,58.5653,4.01,,θ Dra
78542,240.5232,52.9159,5.93,,
78554,240.5737,22.8045,4.82,,π Ser
78592,240.6996,46.0367,4.72,,υ Her
78639,240.8037,-49.2297,4.65,,η Nor
78649,240.8307,36.6318,5.79,,
78650,240.8359,-25.8652,4.96,,
78655,240.8508,-38.6025,4.9,,
78661,240.8806,76.7939,5.73,,18 UMi
78662,240.8837,-57.7751,4.63,,ι1 Nor
78665,240.8932,-32.0005,6,,
78727,241.0901,-11.3736,4.16,Grafias,
78747,241.1534,-37.863,5.91,,
78820,241.3593,-19.8055,2.56,Acrab,β1 Sco
78821,241.3606,-19.8019,4.9,,β2 Sco
78868,241.4826,-72.4009,5.7,,
78877,241.5266,-23.6063,5.9,,V0929 Sco
78893,241.582,67.8101,5.44,,
78914,241.6227,-45.1732,4.73,,δ Nor
78918,241.6481,-36.8023,4.22,,θ Lup
78933,241.7018,-20.6692,3.93,Jabhat Acrabi,ω1 Sco
78970,241.8176,-36.7557,5.72,,
78990,241.8514,-20.8688,4.31,,ω2 Sco
79005,241.9017,-12.7454,5.75,,11 Sco
79007,241.9064,9.8917,5.63,,45 Ser
79043,242.0189,17.047,5,Marsic,κ Her
79050,242.0316,-26.3267,5.35,,
79072,242.117,8.5343,5.69,,47 Ser
79098,242.1822,-23.6854,5.86,,
79101,242.1924,44.9349,4.23,,φ Her
79119,242.2429,36.4909,4.73,,τ CrB
79120,242.2453,3.4545,5.93,,
79137,242.2967,6.3787,5.93,,
79153,242.3273,-57.9343,5.57,,ι2 Nor
79195,242.4605,-3.4667,5.39,,
79199,242.4691,-33.5458,5.5,,
79280,242.7064,75.8776,5.48,,19 UMi
79302,242.7586,-29.4162,5.09,,
79320,242.8238,-41.1198,5.86,,
79349,242.9085,23.4948,5.74,,10 Her
79357,242.9483,42.3746,5.89,,
79358,242.9502,36.4251,5.62,,
79374,242.9989,-19.4607,4,Jabbah,ν Sco
79375,243,-10.0643,4.93,,ψ Sco
79387,243.0305,-8.5476,5.43,,16 Sco
79399,243.0668,-28.4173,5.67,,c1 Sco
79404,243.0759,-27.9264,4.58,,c2 Sco
79488,243.3143,5.0211,5.46,,9 Her
79497,243.3446,-55.5409,5.78,,ζ Nor
79509,243.3697,-54.6305,4.95,,κ Nor
79540,243.4621,-11.8377,5.24,,χ Sco
79593,243.5864,-3.6943,2.73,Yed Prior,δ Oph
79596,243.5932,-33.0111,5.91,,
79607,243.6702,33.8586,5.23,,σ CrB
79653,243.8138,-47.372,5.13,,θ Nor
79664,243.8595,-63.6857,3.86,,δ TrA
79666,243.8693,18.8081,5.72,,16 Her
79672,243.9053,-8.3694,5.49,,18 Sco
79689,243.9575,-57.9123,5.61,,
79754,244.1803,-53.8111,5.45,,V0368 Nor
79757,244.1866,29.1503,5.8,,υ CrB
79790,244.2539,-50.0681,4.97,,γ1 Nor
79797,244.2726,-67.9413,5.95,,
79804,244.3139,59.755,5.37,,AT Dra
79822,244.3762,75.7553,4.95,Anwa Farkadain,η UMi
79881,244.5746,-28.614,4.8,,d Sco
79882,244.5804,-4.6925,3.23,Yed Posterior,ε Oph
79938,244.7518,-14.8728,5.97,,
79953,244.7967,49.0382,5.93,,
79963,244.8235,-42.674,5.44,,λ Nor
79980,244.8864,-30.9067,5.53,,
79992,244.9352,46.3134,3.91,,τ Her
80000,244.9601,-50.1555,4.01,,γ2 Nor
80008,244.9798,39.7086,5.48,,
80047,245.0867,-78.6957,4.68,,δ1 Aps
80054,245.1052,-55.1397,5.76,,
80057,245.1119,-78.6675,5.27,,δ2 Aps
80079,245.1591,-24.1693,4.55,,ο Sco
80112,245.2972,-25.5928,2.9,Alniyat,σ Sco
80161,245.453,69.1094,5.26,,
80170,245.4801,19.1531,3.74,,γ Her
80179,245.5181,1.029,4.82,,σ Ser
80181,245.5243,30.892,4.86,,ξ CrB
80197,245.5893,33.7991,5.2,,ν1 CrB
80208,245.6166,-49.5724,5.32,,
80212,245.6211,-43.9121,5.89,,
80214,245.6217,33.7035,5.4,,ν2 CrB
80309,245.9465,61.6965,5.67,,
80331,245.9979,61.5142,2.73,Athebyne,η Dra
80337,246.0054,-39.193,5.37,,
80343,246.0258,-20.0373,4.48,,ψ Oph
80351,246.0451,6.9482,5.83,,o Her
80375,246.1056,55.2051,5.75,,DQ Dra
80390,246.1323,-37.566,5.42,,
80399,246.1657,-29.7047,5.4,,
80460,246.3507,37.3941,5.53,,25 Her
80463,246.354,14.0333,4.57,Cujam,ω Her
80473,246.3963,-23.4472,4.57,,ρ Oph
80480,246.4299,78.9639,5.55,,
80569,246.756,-18.4563,4.22,,χ Oph
80582,246.796,-47.5548,4.46,,ε Nor
80620,246.9311,-7.5979,5.24,,V2105 Oph
80628,246.9508,-8.3717,4.62,,υ Oph
80645,246.9889,-64.0579,5.28,,ι TrA
80650,246.9959,68.7681,4.94,,A Dra
80672,247.0603,-37.1799,5.79,,
80675,247.0632,-58.5998,5.67,,
80686,247.1173,-70.0844,4.9,,ζ TrA
80693,247.1416,0.665,5.41,,
80704,247.1606,41.8817,4.83,,g Her
80763,247.3519,-26.432,1.06,Antares,α Sco
80782,247.4264,-46.2432,5.35,,QU Nor
80793,247.4455,-14.5509,5.66,,
80815,247.552,-25.1152,4.79,,i Sco
80816,247.555,21.4896,2.78,Kornephoros,β Her
80843,247.6398,20.4792,5.24,,s Her
80874,247.7057,-61.6335,5.19,,
80883,247.7284,1.9839,3.82,Marfik,λ Oph
80894,247.7849,-16.6127,4.29,,φ Oph
80898,247.806,22.1955,5.76,,
80911,247.8456,-34.7044,4.24,,N Sco
80945,247.924,-41.8171,5.31,,V1058 Sco
80953,247.9468,45.5983,5.61,,
80975,248.0342,-21.4664,4.45,,ω Oph
80991,248.107,60.8233,5.92,,
81007,248.1487,5.5212,5.63,,n Her
81008,248.1512,11.488,4.84,,h Her
81065,248.3628,-78.8971,3.86,,γ Aps
81122,248.5209,-44.0453,4.86,,μ Nor
81126,248.5258,42.437,4.2,,σ Her
81141,248.5806,-70.9881,5.5,,
81252,248.9367,-65.4954,5.5,,θ TrA
81266,248.9706,-28.216,2.82,Paikauhale,τ Sco
81289,249.0467,46.6133,5.83,,
81290,249.0476,52.9,5.53,,16 Dra
81292,249.0572,52.9244,5.07,,17 Dra
81300,249.0894,-2.3246,5.77,,12 Oph
81304,249.0936,-35.2553,4.18,,H Sco
81305,249.094,-42.8589,5.46,,V0918 Sco
81377,249.2897,-10.5671,2.54,Saik,ζ Oph
81437,249.5019,56.0155,5.28,,
81472,249.6095,-43.3984,5.83,,V1003 Sco
81497,249.6869,48.9283,4.86,,42 Her
81523,249.7718,-37.2174,5.93,,
81641,250.1612,4.2198,5.77,,37 Her
81660,250.2297,64.589,4.84,,g Dra
81693,250.3215,31.6027,2.81,Rutilicus,ζ Her
81702,250.3351,-48.763,5.57,,
81710,250.3463,-68.2961,5.89,,η1 TrA
81724,250.3933,-17.7422,4.91,,24 Sco
81729,250.4029,26.9169,5.92,,39 Her
81733,250.4176,-49.6516,5.62,,
81734,250.427,1.1812,5.74,,14 Oph
81741,250.4394,-33.1458,5.84,,
81754,250.4737,-19.9244,5.55,,
81833,250.724,38.9223,3.48,,η Her
81852,250.7694,-77.5174,4.23,,β Aps
81854,250.7762,77.514,5.99,,
81966,251.1656,-53.1523,5.96,,
81972,251.1775,-40.8397,5.64,,
81992,251.2508,-28.5097,5.99,,
82020,251.3242,56.7819,4.84,,
82028,251.3438,15.7453,5.6,,
82073,251.4579,8.5826,5.15,,i Her
82080,251.4927,82.0373,4.21,Circitores,ε UMi
82110,251.5884,-58.5036,5.74,,
82129,251.6666,-67.1097,5.1,,LP TrA
82135,251.6998,-39.377,5.48,,
82171,251.8319,-58.3414,5.55,,
82172,251.8323,42.2389,5.86,,V0636 Her
82216,251.9434,5.2467,5.22,,l Her
82273,252.1662,-69.0277,1.91,Atria,α TrA
82321,252.3092,45.9833,4.82,,52 Her
82350,252.3944,13.2611,5.91,,
82363,252.4465,-59.0414,3.77,,η Ara
82369,252.4585,-10.783,4.64,,20 Oph
82396,252.5409,-34.2932,2.29,Larawag,ε Sco
82402,252.5808,7.2477,5.48,,k Her
82422,252.6623,29.8065,5.73,,50 Her
82480,252.8539,1.2159,5.51,,21 Oph
82493,252.8905,-41.2305,5.23,,V0973 Sco
82504,252.9386,24.6564,5.03,,51 Her
82514,252.9676,-38.0474,3,Xamidimura,μ1 Sco
82545,253.0839,-38.0175,3.56,Pipirima,μ2 Sco
82587,253.2419,31.7017,5.34,,53 Her
82611,253.3232,47.4167,5.99,,
82621,253.3551,-20.4156,5.86,,
82650,253.4268,-43.051,5.95,,V1068 Sco
82671,253.4989,-42.362,4.7,,ζ1 Sco
82672,253.5015,-57.9095,5.91,,
82673,253.502,10.1654,4.39,,ι Oph
82676,253.5077,-41.8064,5.46,,
82716,253.6123,-42.4789,5.84,,
82729,253.6459,-42.3613,3.62,Grafias,ζ2 Sco
82730,253.6487,-6.154,5.23,,23 Oph
82764,253.7299,20.9585,5.39,,
82775,253.7438,-41.1509,5.78,,
82802,253.8424,18.4332,5.35,,54 Her
82806,253.8529,-63.2697,5.99,,
82860,254.007,65.1348,4.88,,h Dra
82902,254.1199,-52.2837,5.94,,
82925,254.2002,-23.1503,5.57,,24 Oph
82960,254.2966,-33.2595,5.48,,27 Sco
83000,254.4171,9.375,3.19,,κ Oph
83057,254.5747,-50.6412,5.53,,
83081,254.655,-55.9901,3.12,,ζ Ara
83150,254.8915,-69.2682,5.79,,MX TrA
83153,254.896,-53.1604,4.06,,ε1 Ara
83176,254.9904,-25.0922,5.88,,
83187,255.0262,-54.5972,5.64,,
83196,255.0396,-24.9891,5.74,,26 Oph
83207,255.0724,30.9264,3.92,,ε Her
83216,255.1123,-48.6478,5.98,,
83235,255.1541,-35.9341,5.95,,
83254,255.2422,22.6321,5.69,,
83262,255.265,-4.2226,4.82,,30 Oph
83313,255.4015,33.5683,5.27,,d Her
83336,255.4693,-32.1435,5.03,,
83367,255.5779,25.5056,5.76,,
83430,255.7828,14.0919,4.97,,32 Oph
83431,255.7863,-53.237,5.27,,ε2 Ara
83478,255.9138,13.6053,5.91,,
83491,255.9623,-38.1526,5.91,,V0923 Sco
83535,256.103,-57.7122,5.73,,
83574,256.2056,-34.1229,4.83,,k Sco
83601,256.3201,0.7026,6,,V2213 Oph
83608,256.3338,54.47,4.91,Alrakis,μ Dra
83613,256.3445,12.7408,4.89,,60 Her
83635,256.3844,-0.8921,5.63,,
83692,256.5752,22.0842,5.56,,
83693,256.5841,-37.2276,5.98,,
83838,257.0086,35.9352,5.41,,c Her
83854,257.0619,-17.6091,5.98,,
83895,257.1966,65.7147,3.17,Aldhibah,ζ Dra
83896,257.1981,-30.4037,5.93,,
83947,257.3885,40.777,5.07,,
83962,257.4498,-10.5233,5.43,,
84012,257.5945,-15.7249,2.43,Sabik,η Oph
84033,257.6763,-44.5577,5.06,,
84105,257.9112,-48.8734,5.94,,V0854 Ara
84143,258.0383,-43.2392,3.32,,η Sco
84150,258.0675,-39.5069,5.66,,
84177,258.1159,10.5852,5.32,,37 Oph
84183,258.1357,62.8743,5.54,,
84226,258.244,-32.4383,5.95,,
84248,258.3245,-67.1966,5.87,,
84345,258.6619,14.3903,2.78,Rasalgethi,α1 Her
84379,258.758,24.8392,3.12,Sarin,δ Her
84380,258.7618,36.8092,3.16,,π Her
84401,258.8302,-33.5484,5.6,,V1075 Sco
84402,258.8345,-14.5841,5.98,,
84405,258.8374,-26.6028,4.33,Guniibuu,A Oph
84425,258.8998,-38.5939,5.95,,
84431,258.9228,23.7428,5.99,,
84500,259.1321,1.2105,5.89,,38 Oph
84514,259.1529,-0.4453,4.72,,41 Oph
84551,259.2652,-32.6628,5.53,,
84573,259.3315,33.1001,4.8,,u Her
84606,259.4177,37.2915,4.64,,e Her
84626,259.5028,-24.2869,5.14,,ο Oph
84631,259.5206,17.3179,6,,
84656,259.597,38.8114,5.97,,
84671,259.6541,10.8645,5.03,,e Oph
84690,259.6993,-44.1297,5.76,,
84691,259.7022,28.823,5.68,,
84709,259.7382,-34.9898,5.91,,NSV 8 482
84720,259.766,-46.6362,5.47,,NSV 21 372
84731,259.8021,-59.6946,5.93,,
84769,259.9046,80.1364,5.74,,
